"Id";"identite";"Nom";"Surnom";"Diminutif";"Occupation";"Titre";"Sexe";"VilleDomicile";"VilleOrigine";"Remarques";"Rattachement";"MaJ_occupations"
4360;"Antoine de Cusan médecin du prince de la morée";"Antoine de Cusan";;;"Inconnue";;"M";;;;;1
4361;"antoine valet d'antoine de Cusan";"Antoine";;;"Inconnue";;"M";;;;;1
4362;"johan de Couronet médecin du prince de la Morée";"Johan";;;"Inconnue";;"M";;;;;1
4363;"Johan valet de Johan de Couronet";"Johan";;;"Inconnue";;"M";;;;;1
4364;"maître Sille médecin du prince de la Morée";"Sille";;;"Inconnue";;"M";;;;;1
4365;"Bon d'Escarlange";"Bon d'Escarlange";;;"Inconnue";;"M";;;;;1
4366;"Pierre de Rinotta";"Pierre de Rinotta";;;"Inconnue";;"M";;;;;1
4367;"Humbert Favre secrétaire du prince de la Morée";"Humbert Favre";;;"Inconnue";;"M";;;;;1
4368;"Antoine Ravier secrétaire du prince de la Morée";"Antoine Ravier";;;"Inconnue";;"M";;;;;1
4369;"Johan Prinprinote prêtre du prince de la Morée";"Johan prinprinote";;;"Inconnue";;"M";;;;;1
4370;"Huet chambrier du prince de la Morée";"Huet";;;"Inconnue";;"M";;;;;1
4371;"Bernardon chambrier du prince de la Morée";"Bernardon";;;"Inconnue";;"M";;;;;1
4372;"Rustax chambrier du prince de la Morée";"Rustax";;;"Inconnue";;"M";;;;;1
4373;"Pecolin barbier du prince de la Morée";"Pecolin";;;"Inconnue";;"M";;;;;1
4374;"Johannet Bartholomé de la paneterie prince de Moré";"Johannet Bartholomé";;;"Inconnue";;"M";;;;;1
4375;"Antoine de Gasse de la paneterie prince de Morée";"Antoine de Gasse";;;"Inconnue";;"M";;;;;1
4376;"Johan Boqua de la paneterie prince de Morée";"Johan boqua";;;"Inconnue";;"M";;;;;1
4377;"Jacquemet Draune de la paneterie prince de Morée";"Jacquemet Draune";;;"Inconnue";;"M";;;;;1
4378;"Bertin Tapin de la Salle du prince de Morée";"Bertin Tapin";;;"Inconnue";;"M";;;;;1
4379;"Le Breton de la salle du prince de Morée";"Le breton";;;"Inconnue";;"M";;;;;1
4380;"Mauricet de la salle du prince de Morée";"Mauricet";;;"Inconnue";;"M";;;;;1
4381;"Mauet le maréchal";"Mauet";;;"Inconnue";;"M";;;;;1
4382;"Phealard de la cuisine du prince de Morée";"Phealard";;;"Inconnue";;"M";;;;;1
4383;"Rassin de la cuisine du prince de Morée";"Rassin";;;"Inconnue";;"M";;;;;1
4384;"Foctet de la cuisine du prince de Morée";"Foctet";;;"Inconnue";;"M";;;;;1
4385;"Sorlin maître des Bombardes du prince de Morée";"Sorlin";;;"Inconnue";;"M";;;;;1
4386;"Perin trompete du prince de Morée";"Perin";;;"Inconnue";;"M";;;;;1
4387;"la petite trompette du prince de Morée";"la petite";;;"Inconnue";;"M";;;;;1
4388;"ménèstrel du prince de la Morée";;;;"Inconnue";;"M";;;;;1
4389;"La Morée heraut du prince de la Morée";"La Morée";;;"Inconnue";;"M";;;;;1
4390;"charretier du prince de la Morée";;;;"Inconnue";;"M";;;;;1
4391;"Louis le portier du prince de la Morée";"Louis";;;"Inconnue";;"M";;;;;1
4392;"fauconnier du prince de la Morée";;;;"Inconnue";;"M";;;;;1
4393;"Agne de Boema";"Agne de Boema";;;"Inconnue";;"M";;;;;1
4394;"Bernard de Vray";"Bernard de Vray";;;"Inconnue";;"M";;;;;1
4395;"Humbert couturier de Turin";"Humbert";;;"Inconnue";;"M";;;;;1
4396;"Jacquemet Rivere pelletier de Rivolle";"Jacquemet Rivere";;;"Inconnue";;"M";;;;;1
4397;"tondeur de Turin";;;;"Inconnue";;"M";;;;;1
4398;"Johan Suat sellier de Turin";"Johan Suat";;;"Inconnue";;"M";;;;;1
4399;"Olivier Faval d'Aoste";"Olivier Faval";;;"Inconnue";;"M";;;;;1
4400;"martin  pelletier de Montcalier";"Martin";;;"Inconnue";;"M";;;;;1
4401;"Bartholomé de Chignin page d'Amédée VIII";"Bartholomé de Chignin";;;"Inconnue";;"M";;;;;1
4402;"Johan Girard drapier de France";"Johan Girard";;;"Inconnue";;"M";;;;;1
4403;"Pierre Eynard drapier de France";"Pierre Eynard";;;"Inconnue";;"M";;;;;1
4404;"Guillaume du Flux drapier de France";"Guillaume du Flux";;;"Inconnue";;"M";;;;;1
4405;"Johan Offreys drapier de France";"Johan Offreys";;;"Inconnue";;"M";;;;;1
4406;"Johan Anglois drapier de France";"Johan Anglois";;;"Inconnue";;"M";;;;;1
4407;"Guillot des Ex drapier de France";"Guillot des Ex";;;"Inconnue";;"M";;;;;1
4408;"Johan Lambegin";"Johan Lambegin";;;"Inconnue";;"M";;;;;1
4409;"Johan Bocherein";"Johan Bocherein";;;"Inconnue";;"M";;;;;1
4410;"Pierre de Flex";"Pierre de Flex";;;"Inconnue";;"M";;;;;1
4411;"Tirard";"Tirard";;;"Inconnue";;"M";;;;;1
4412;"Martin le tondeur";"Martin";;;"Inconnue";;"M";;;"voir maître martin tondeur";;1
4413;"Bartholomé de Valpergue";"Bartholomé de Valpergue";;;"Inconnue";;"M";;;;;1
4414;"La Férière";"La Férière";;;"Inconnue";;"M";;;;;1
4415;"couturière d'Evian";;;;"Inconnue";;"M";;;;;1
4417;"Allemand le gantier";"Allemand";;;"Inconnue";;"M";;;;;1
4418;"Johan de Lans de France";"Johan de Lans";;;"Inconnue";;"M";;;;;1
4419;"Pierre Torner de Saint-Claude";"Pierre Torner";;;"Inconnue";;"M";;;;;1
4420;"François de Blonay page d'amédée VIII";"François de Blonay";;;"Inconnue";;"M";;;;;1
4421;"Chignin page d'Amédée VIII";"Chignin";;;"Inconnue";;"M";;;"sans doute bartholomé de chignin";;1
4423;"La Boniquande";"La Boniquande";;;"Inconnue";;"F";;;;;1
4424;"Louise de Blonay";"Louise de Blonay";;;"Inconnue";;"M";;;;;1
4425;"Marguerite de Chignin";"Marguerite de Chignin";;;"Inconnue";;"F";;;;;1
4426;"Reynaude de Briord";"Reynaude de Briord";;;"Inconnue";;"F";;;;;1
4427;"La Marie";"la Marie";;;"Inconnue";;"F";;;;;1
4428;"Sir de Saint-Pol";"Sir de Saint-Pol";;;"Inconnue";;"M";;;;;1
4429;"maître André médecin d'Amédée VIII";"André";;;"Inconnue";;"M";;;;;1
4430;"Guillaume Didier";"Guillaume Didier";;;"Inconnue";;"M";;;;;1
4431;"Claude de la Baume";"Claude de la Baume";;;"Inconnue";;"M";;;;;1
4432;"Jacques Gerlant";"Jacques Gerland";;;"Inconnue";;"M";;;;;1
4433;"Philippe Lengner";"Philippe Lengner";;;"Inconnue";;"M";;;;;1
4434;"Thomas gantier";"Thomas";;;"Inconnue";;"M";;;;;1
4435;"Nicolet Tropont de thonon";"Nicolet Tropont";;;"Inconnue";;"M";;;;;1
4436;"Thomas valet des chiens seigneur de sallenove";"Thomas";;;"Inconnue";;"M";;;;;1
4437;"Seigneur de Sallenove";"seigneur de Sallenove";;;"Inconnue";;"M";;;;;1
4438;"Hugonin de la Valle";"Hugonin de la valle";;;"Inconnue";;"M";;;;;1
4439;"Guillaumin de Rauty";"Guillaumin de Rauty";;;"Inconnue";;"M";;;;;1
4440;"Peronet boursier";"Peronet";;;"Inconnue";;"M";;;;;1
4441;"Chapellier de Genève";;;;"Inconnue";;"M";;;;;1
4442;"Johan Pinsat";"Johan Pinsat";;;"Inconnue";;"M";;;;;1
4443;"Hugonet couturier";"Hugonet";;;"Inconnue";;"M";;;;;1
4444;"Johan Ginet escoffier";"johan Ginet";;;"Inconnue";;"M";;;;;1
4445;"Johan Martin";"Johan Martin";;;"Inconnue";;"M";;;;;1
4446;"Humbert Brula serviteur de Marie de Bourgogne";"Humbert Brula";;;"Inconnue";;"M";;;;;1
4447;"Henri Maréchal fauconnier de Marie de Bourgogne";"Henri Maréchal";;;"Inconnue";;"M";;;;;1
4448;"Jacob de Combe de conflant";"Jacob de Combe";;;"Inconnue";;"M";;;;;1
4449;"Pierre Faiez valet des chevaux d'Amédée VIII";"Pierre Faiez";;;"Inconnue";;"M";;;;;1
4450;"Lanchiment valet des chevaux d'amédée VIII";"Lanchiment";;;"Inconnue";;"M";;;;;1
4451;"Gonelle valet des sommiers d'Amédée VIII";"Gonelle";;;"Inconnue";;"M";;;;;1
4452;"Johan chambrier d'Amédée de Savoie";"Johan";;;"Inconnue";;"M";;;;;1
4453;"Pierre de Morat valet de salle d'Amédée VIII";"Pierre de Morat";;;"Inconnue";;"M";;;;;1
4454;"Gilet fils de Johan fournier d'Amédée VIII";"Gilet";;;"Inconnue";;"M";;;;;1
4455;"Johan Molard serviteur d'Améde VIII";"Johan Molard";;;"Inconnue";;"M";;;;;1
4456;"Pierre Moret dit Boquet cuisinier d'Amédée VIII";"Pierre Moret";"Boquet";;"Inconnue";;"M";;;;;1
4457;"Pierre Curt clerc et receveur des comptes 8";"Pierre Curt";;;"Inconnue";;"M";;;;;1
4458;"Antoine de Audacio de la monnaie";"Antoine de Audacio";;;"Inconnue";;"M";;;;;1
4459;"Stéphane Pollat chevaucheur de la duch Bourgogne";"Stéphane Pollat";;;"Inconnue";;"M";;;;;1
4460;"Guigo jardinier d'Amédée VIII";"Guigo";;;"Inconnue";;"M";;;;;1
4461;"Johan Moron de Rumilly";"Johan Moron";;;"Inconnue";;"M";;;;;1
4462;"Johan de Vuache valet de chambre d'Amédée VIII";"Johan de Vuache";;;"Inconnue";;"M";;;;;1
4463;"Piney drapier de Thonon";"Piney";;;"Inconnue";;"M";;;;;1
4464;"Poncio Perilioux";"Poncio Perilioux";;;"Inconnue";;"M";;;;;1
4465;"Castiard lardonnier d'Amédée VIII";"Castiard";;;"Inconnue";;"M";;;;;1
4466;"Johan Servonay de Genève";"Johan Servonay";;;"Inconnue";;"M";;;;;1
4467;"Johan Blanchard franciscain de Chambéry";"Johan Blanchard";;;"Inconnue";;"M";;;;;1
4468;"femme de Louis de Masel";;;;"Inconnue";;"F";;;;;1
4469;"Louis de Masel";"Louis de Masel";;;"Inconnue";;"M";;;;;1
4470;"Johan de Villard maître des œuvres d'Amédée VIII";"Johan de Villard";;;"Inconnue";;"M";;;;;1
4471;"Pierre Daucet";"Pierre Daucet";;;"Inconnue";;"M";;;;;1
4472;"brodeur de Milan";;;;"Inconnue";;"M";;;;;1
4473;"Johan de Fonte mercier de Genève";"Johan de Fonte";;;"Inconnue";;"M";;;;;1
4474;"Johan Gabert de Genève";"Johan Gabert";;;"Inconnue";;"M";;;;;1
4475;"Caminet";"Caminet";;;"Inconnue";;"M";;;;;1
4476;"Johan Guinet";"Johan Guinet";;;"Inconnue";;"M";;;;;1
4477;"Johan Selvesto valet de porte d'amédée VIII";"Johan Selvesto";;;"Inconnue";;"M";;;;;1
4478;"Turatamagina";"Turatamagina";;;"Inconnue";;"M";;;;;1
4479;"Maurice valet des sommiers d'Amédée VIII";"Maurice";;;"Inconnue";;"M";;;;;1
4480;"Pierre Goudinet de Bort";"Pierre Goudinet";;;"Inconnue";;"M";;;;;1
4481;"Johan Jasel de la Tablery";"Johan Jasel";;;"Inconnue";;"M";;;;;1
4483;"Mermet Bade pelletier de Genève";"Mermet Bade";;;"Inconnue";;"M";;;;;1
4484;"Berto Opponge";"Berto Opponge";;;"Inconnue";;"M";;;;;1
4485;"Pierre Berti de la porte clerc dépenses hôtel 8";"Pierre Berti de la porte";;;"Inconnue";;"M";;;;;1
4486;"Pierre Face";"Pierre Face";;;"Inconnue";;"M";;;;;1
4487;"Pierre Valle valet des chevaux d'Amédée VIII";"Pierre Valle";;;"Inconnue";;"M";;;;;1
4488;"Perin trompete d'amédée VIII";"Perin";;;"Inconnue";;"M";;;;;1
4489;"Humbert valet des sommiers d'Amédée VIII";"Humbert";;;"Inconnue";;"M";;;;;1
4490;"seigneur Merthoris conseillé et bailli de Vaud";"seigneur Merthoris";;;"Inconnue";;"M";;;;;1
4491;"Nicolas de Belfort écuyer d'Amédée VIII";"Nicolas de Belfort";;;"Inconnue";;"M";;;;;1
4492;"Hugonin de Vallete écuyer d'Amédée VIII";"Hugonin de Vallete";;;"Inconnue";;"M";;;;;1
4493;"Michel de Saint-Michel";"Michel de Saint-Michel";;;"Inconnue";;"M";;;;;1
4494;"Coudan";"Coudan";;;"Inconnue";;"M";;;;;1
4495;"Johan Andrée chevaucheur d'amédée VIII";"Johan Andrée";;;"Inconnue";;"M";;;;;1
4497;"Jacob Jaroland écuyer d'Amédée VIII";"Jacob Jaroland";;;"Inconnue";;"M";;;;;1
4498;"Pierre Sermeri  barbier";"Pierre Sermeri";;;"Inconnue";;"M";;;;;1
4499;"Peronette lavandière d'Amédée VIII";"Peronette";;;"Inconnue";;"F";;;;;1
4500;"Johan Salanche portier d'amédée VIII";"Johan Salanche";;;"Inconnue";;"M";;;;;1
4501;"Hugonin Eschamperi fournier d'Amédée VIII";"Hugonin Eschamperi";;;"Inconnue";;"M";;;;;1
4502;"Franchequin Pastre";"Franchequin Pastre";;;"Inconnue";;"M";;;;;1
4503;"maître Covet";"Covet";;;"Inconnue";;"M";;;;;1
4504;"Martin de Druint de barbania valet de chambre 8";"Martin de Druint";;;"Inconnue";;"M";;;;;1
4505;"Clément Poret clerc de la fourrerie d'Amédée VIII";"Clément Poret";;;"Inconnue";;"M";;;;;1
4506;"Pierre Morel alias Naty boucher d'Amédée VIII";"Pierre Morel";"Naty";;"Inconnue";;"M";;;;;1
4507;"Jacquet Dormont valet de paneterie d'Amédée VIII";"Jacquet Dormont";;;"Inconnue";;"M";;;;;1
4508;"François de porte dit douliai poulailler d'8";"François de Porte";"Douliai";;"Inconnue";;"M";;;;;1
4509;"Nicolas de Mélisia escoffier";"Nicolas de Melisia";;;"Inconnue";;"M";;;;;1
4510;"Johan Copper couturier de Chambéry";"Johan Copper";;;"Inconnue";;"M";;;;;1
4511;"Pierre Janin escoffier";"Pierre Janin";;;"Inconnue";;"M";;;;;1
4512;"Bertet escoffier de Gaillard";"Bertet";;;"Inconnue";;"M";;;;;1
4513;"Urbain Curserii";"Urbain Curserii";;;"Inconnue";;"M";;;;;1
4514;"Hugo de Merocas écuyer d'Amédée VIII";"Hugo de Merocas";;;"Inconnue";;"M";;;;;1
4515;"Hugo Candie conseillé d'Amédée VIII";"Hugo Candie";;;"Inconnue";;"M";;;;;1
4517;"François Raynais écuyer d'Amédée VIII";"François Raynais";;;"Inconnue";;"M";;;;;1
4518;"Théobalde de Avanchier solliard de Cuisine d'8";"Théobalde de Avanchier";;;"Inconnue";;"M";;;;;1
4519;"Mermet de Lova d'Evian messager à Pied";"Mermet de Lova";;;"Inconnue";;"M";;;;;1
4520;"Marchand de Genève messager";"Marchand";;;"Inconnue";;"M";;;;;1
4521;"François de Cruce marchand de Genève";"François de Cruce";;;"Inconnue";;"M";;;;;1
4522;"Johan Martin dit Rancinod solliard de cuisine d'A8";"Johan Martin";"Rancinod";;"Inconnue";;"M";;;;;1
4523;"Ruffe messager d'Amédée VIII";"Ruffe";;;"Inconnue";;"M";;;;;1
4524;"Antoine Vernay messager d'Amédée VIII";"Antoine Vernay";;;"Inconnue";;"M";;;;;1
4525;"Johan Bergognon valet apothicaire d'Amédée VIII";"Johan Bergognon";;;"Inconnue";;"M";;;;;1
4526;"Bertod lanchimand page d'amédée VIII";"Berthod Lanchimand";;;"Inconnue";;"M";;;;;1
4527;"Johan Litard drapier de Nice";"Johan Litard";;;"Inconnue";;"M";;;;;1
4528;"Léonard Brunet de Nice";"Léonard Brunet";;;"Inconnue";;"M";;;;;1
4529;"Aymé Capon drapier de Pignerole";"Aymé Capon";;;"Inconnue";;"M";;;;;1
4530;"Roy messager d'Amédée VIII";"Roy";;;"Inconnue";;"M";;;;;1
4531;"Le Legeys ménestrel d'Amédée VIII";"Le Legeys";;;"Inconnue";;"M";;;;;1
4532;"Janin de Milan marchand";"Janin";;;"Inconnue";;"M";;;;;1
4533;"agnes chevaucheur d'Amédée VIII";"Agnes";;;"Inconnue";;"M";;;;;1
4534;"Pierre de Marelle dit Martellet écuyer d'Amédée 8";"Pierre de Martelle";;;"Inconnue";;"M";;;;;1
4535;"Johan Barbande Luque";"Johan Barban";;;"Inconnue";;"M";;;;;1
4536;"Pastu fauconnier de Marie de Bourgogne";"Pastu";;;"Inconnue";;"M";;;;;1
4537;"Byolley pelletier";"Byolley";;;"Inconnue";;"M";;;;;1
4538;"Janin le Guey barbier";"Janin le Guey";;;"Inconnue";;"M";;;;;1
4539;"Pierre de Voyron écuyer d'Amédée VIII";"Pierre de Voyron";;;"Inconnue";;"M";;;;;1
4540;"Claude Jacelle valet de chambre d'Amédée VIII";"Claude Jacelle";;;"Inconnue";;"M";;;;;1
4541;"Tornata Guy valet des chevaux d'amédée VIII";"Tornata Guy";;;"Inconnue";;"M";;;;;1
4542;"Aymé Cormaux maître de charpente d'Amédée VIII";"Aymé Cormaux";;;"Inconnue";;"M";;;;;1
4543;"Cardino Pary scriptori des enfants d'Amédée VIII";"Cardino Pary";;;"Inconnue";;"M";;;;;1
4544;"Pierre de Champeaux tapissier d'Amédée VIII";"Pierre de Champeaux";;;"Inconnue";;"M";;;;;1
4545;"Johan Clément ménestrel d'Amédée VIII";"Johan Clément";;;"Inconnue";;"M";;;;;1
4546;"Johan Pampenote chapelain d'Amédée VIII";"Johan Pampenote";;;"Inconnue";;"M";;;;;1
4547;"Bertet Thetomo page d'Amédée VIII";"Bertet Thetomo";;;"Inconnue";;"M";;;;;1
4548;"Goura Fellu organiste";"Goura Fellu";;;"Inconnue";;"M";;;;;1
4549;"Théobalde d'Avanchier page d'Amédée VIII";"Théobalde d'Avanchier";;;"Inconnue";;"M";;;"voir avanchier page sans doute 2 personnes";;1
4550;"Petit ménestrel d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
4551;"Yvonet clerc de la chapelle d'Amédée VIII";"Yvonet";;;"Inconnue";;"M";;;;;1
4552;"Bénédicte escoffier de Chambéry";"Bénédicte";;;"Inconnue";;"M";;;;;1
4553;"Vullier Luire de Pignerole";"Vullier Luire";;;"Inconnue";;"M";;;;;1
4554;"Jordain Capon de Pignerole";"Jordain Capon";;;"Inconnue";;"M";;;;;1
4555;"Antoine Pier de pignerole";"Antoine Pier";;;"Inconnue";;"M";;;;;1
4556;"Johan de Pierre Bonet de pignerole";"Johan de Pierre Bonet";;;"Inconnue";;"M";;;;;1
4557;"Domene Mene de Pignerole";"Domene Mene";;;"Inconnue";;"M";;;;;1
4558;"Bertin tondeur de Pignerole";"Bertin";;;"Inconnue";;"M";;;;;1
4559;"Janin tondeur de Pignerole";"Janin";;;"Inconnue";;"M";;;;;1
4560;"Sergent de Buyl";"Sergent de Buyl";;;"Inconnue";;"M";;;;;1
4561;"sergent de Hauteville";;;;"Inconnue";;"M";;;;;1
4562;"Humbert de Montbelle";"Humber de Montbelle";;;"Inconnue";;"M";;;;;1
4563;"Pierre Briant";"Pierre Briant";;;"Inconnue";;"M";;;;;1
4564;"Johan de Seysel";"Johan de Seysel";;;"Inconnue";;"M";;;;;1
4565;"Barnoboux de Gremoux";"Barnoboux de Gremoux";;;"Inconnue";;"M";;;;;1
4566;"Aymé de Proczart";"Aymé de Proczart";;;"Inconnue";;"M";;;;;1
4567;"Jorge Fantin";"Jorge Fantin";;;"Inconnue";;"M";;;;;1
4568;"Nicolet Malvavallier";"Nicolet Malvavallier";;;"Inconnue";;"M";;;;;1
4569;"Guillaume Rogant";"Guillaume Rogant";;;"Inconnue";;"M";;;;;1
4571;"Monthou de Pignerole";"Monthou";;;"Inconnue";;"M";;;;;1
4572;"Bertou de Pignerole";"Bertou";;;"Inconnue";;"M";;;;;1
4573;"Claude de Pignerole";"Claude de Pignerole";;;"Inconnue";;"M";;;;;1
4574;"François Thibaud";"François Thibaud";;;"Inconnue";;"M";;;;;1
4575;"Angelin Bartholomé";"Angelin Bartholomé";;;"Inconnue";;"M";;;;;1
4576;"Michel Dalbe";"Michel Dalbe";;;"Inconnue";;"M";;;;;1
4577;"Arpin patissier d'Amédée VIII";"Arpin";;;"Inconnue";;"M";;;;;1
4578;"Marie la Boytouse nourice de Marie de Bourgogne";"Marie Boytouse";;;"Inconnue";;"M";;;;;1
4579;"Raphael Liard écuyer d'Amédée VIII";"Raphael Liard";;;"Inconnue";;"M";;;;;1
4580;"Martin Buscha maître de la monnaie d'Yvrée";"Martin Buscha";;;"Inconnue";;"M";;;;;1
4581;"Pierre Gay marchand";"Pierre Gay";;;"Inconnue";;"M";;;;;1
4582;"Joffrey Soley";"Joffrey Soley";;;"Inconnue";;"M";;;"peut être joffrey Celeur";;1
4583;"Pierre Morelet marchand";"Pierre Morel";;;"Inconnue";;"M";;;;;1
4584;"Louis de Genost";"Louis de Genost";;;"Inconnue";;"M";;;;;1
4585;"Bricolite";"Bricolite";;;"Inconnue";;"M";;;;;1
4586;"Seigneur de Greysi";"Seigneur de Greysi";;;"Inconnue";;"M";;;;;1
4587;"Girard Gaillard";"Girard Gaillard";;;"Inconnue";;"M";;;;;1
4588;"Pierre Besson";"Pierre Besson";;;"Inconnue";;"M";;;;;1
4589;"Johan Machillier charretier";"Johan Machillier";;;"Inconnue";;"M";;;;;1
4590;"Guichard Amargi poulailler d'Amédée VIII";"Guichard Amargi";;;"Inconnue";;"M";;;;;1
4591;"Pierre de Ripalte écuyer d'amédée VIII";"Pierre de Ripalte";;;"Inconnue";;"M";;;;;1
4592;"Henris Téoconico fauconnier d'Amédée VIII";"Henris Téoconico";;;"Inconnue";;"M";;;;;1
4593;"Henris Alacamus fauconnier de Marie de bourgogne";"Henris Alcamus";;;"Inconnue";;"M";;;;;1
4594;"Johan Poys barbier d'Amédée VIII";"Johan Poys";;;"Inconnue";;"M";;;;;1
4596;"Pierre de Bon prieur de Belley conseillé d'A8";"Pierre de Bon";;;"Inconnue";;"M";;;;;1
4597;"Pierre de Vilette écuyer d'Amédée VIII";"Pierre de Vilette";;;"Inconnue";;"M";;;;;1
4598;"Guillaume de Rancy fourier d'Amédée VIII";"Guillaume de Rancy";;;"Inconnue";;"M";;;;;1
4599;"Hugo de Mecoraz maître de salle d'Amédée VIII";"Hugo de Mecoraz";;;"Inconnue";;"M";;;;;1
4600;"François Chevallet lardonier de Marie de Bourgogne";"François Chevallet";;;"Inconnue";;"M";;;;;1
4601;"Guichard Salat portier d'Amédée VIII";"Guichard Salat";;;"Inconnue";;"M";;;;;1
4602;"Johan Gruyère cuisinier d'Amédée VIII";"Johan Gruyère";;;"Inconnue";;"M";;;;;1
4603;"Françoise de Ruppe nourice de Philippe de Savoie";"Françoise de Ruppe";;;"Inconnue";;"M";;;;;1
4604;"Philippe Lenguet maître de bouteillerie marie de B";"Philippe Lenguet";;;"Inconnue";;"M";;;;;1
4605;"Guigone nourice de Louis de Savoie";"Guigone";;;"Inconnue";;"M";;;;;1
4606;"Jacob Oriol conseiller d'Amédée VIII";"Jacob Oriol";;;"Inconnue";;"M";;;;;1
4607;"Hugonet Girard valet de bouteillerie d'Amédée VIII";"Hugonet Girard";;;"Inconnue";;"M";;;;;1
4608;"Pierre Marchand";"Pierre Marchand";;;"Inconnue";;"M";;;;;1
4609;"Jacob Maurice clerc de la fourerie de Marie de Bo";"Jacob Maurice";;;"Inconnue";;"M";;;;;1
4610;"Marche fille de Pierre Mouthon pelletier";"Marche";;;"Inconnue";;"F";;;;;1
4611;"Jacquemet Peccolecte tuteur de Mache";"Jacquemet Peccolet";;;"Inconnue";;"M";;;;;1
4612;"Antoine Lazard de Berche";"Antoine Lazard de Berche";;;"Inconnue";;"M";;;;;1
4613;"Johan Virard maître des œuvres d'Amédée VIII";"Johan Virard";;;"Inconnue";;"M";;;;;1
4614;"Antoine Bontemps couturier d'Evian";"Antoine Bontemps";;;"Inconnue";;"M";;;;;1
4615;"François de Bon abbé des Alpes";"François de Bon";;;"Inconnue";;"M";;;"de alpibus";;1
4616;"Antoine de Chiel maître d'hôtel d'amédée VIII";"Antoine de Chiel";;;"Inconnue";;"M";;;;;1
4618;"Johan de Lenchenay conseiller d'Amédée VIII";"Johan de Lenchenay";;;"Inconnue";;"M";;;;;1
4620;"Johan Serraceni conseiller d'Amédée VIII";"Johan Serraceni";;;"Inconnue";;"M";;;;;1
4621;"Aymon dit coemaux maître des œuvres d'Amédée VIII";"Aymon";;;"Inconnue";;"M";;;;;1
4622;"Mermet villard maître de charpenterie d'A8";"Mermet Villard";;;"Inconnue";;"M";;;;;1
4623;"Long Cou vallet de l'étable d'Amédée VIII";"Long Cou";;;"Inconnue";;"M";;;;;1
4626;"Johan de Baux valet de l'écurie marie de bourgogne";"Johan de Baux";;;"Inconnue";;"M";;;;;1
4627;"Mermet de l'estronie valet de l'écurie marie de Bo";"Mermet de l'estronie";;;"Inconnue";;"M";;;;;1
4628;"Stéphane palefrenier de Marie de Bourgogne";"Stéphane";;;"Inconnue";;"M";;;;;1
4629;"Rodolphe de Blonay écuyer de Marie de Bourgogne";"Rodolphe de Blonay";;;"Inconnue";;"M";;;;;1
4630;"l'Italien messager d'Amédée VIII";"l'Italien";;;"Inconnue";;"M";;;;;1
4631;"Johan Galeys couturier d'Evian";"Johan Galeys";;;"Inconnue";;"M";;;;;1
4632;"hermite";;;;"Inconnue";;"M";;;;;1
4634;"Johan de l'arche peintre d'Evian";"Johan de l'arche";;;"Inconnue";;"M";;;;;1
4635;"Reynaud clerc de la chapelle d'Amédée VIII";"Reynaud";;;"Inconnue";;"M";;;;;1
4636;"Odonet du Cop écuyer d'Amédée VIII";"Odonet du Cop";;;"Inconnue";;"M";;;;;1
4637;"Bartholomé de Chirenton";"Bartholomé de Chirenton";;;"Inconnue";;"M";;;;;1
4638;"Manfred Besson maître des monnaies de Chambéry";"Manfred Besson";;;"Inconnue";;"M";;;;;1
4639;"Guillaume Reu boucher d'Amédée VIII";"Guillaume Reu";;;"Inconnue";;"M";;;;;1
4640;"Johan de Maxio maître des monnaies de Turin";"Johan de Maxio";;;"Inconnue";;"M";;;;;1
4641;"Michel de Balme maître des monnaie de Chambéry";"Michel de Balme";;;"Inconnue";;"M";;;;;1
4642;"Henris Moris de Constance";"Henris Moris";;;"Inconnue";;"M";;;;;1
4643;"Guillaume Liobard";"Guillaume Liobard";;;"Inconnue";;"M";;;;;1
4644;"Médecin d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
4645;"prètres d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
